date,clade_samples,total_samples,Nextstrain_clade,clade_pct
2021-11-02,408,434,21J (Delta),0.9400921658986175
2021-11-02,0,434,21K (Omicron),1e-5
2021-11-02,0,434,21L (Omicron),1e-5
2021-11-02,0,434,21M (Omicron),1e-5
2021-11-02,0,434,22A (Omicron),1e-5
2021-11-02,0,434,22B (Omicron),1e-5
2021-11-02,0,434,22C (Omicron),1e-5
2021-11-02,0,434,22D (Omicron),1e-5
2021-11-02,0,434,22E (Omicron),1e-5
2021-11-02,0,434,22F (Omicron),1e-5
2021-11-02,0,434,23A (Omicron),1e-5
2021-11-02,0,434,recombinant,1e-5
2021-11-03,0,500,19A,1e-5
2021-11-03,0,500,19B,1e-5
2021-11-03,0,500,20A,1e-5
2021-11-03,0,500,20B,1e-5
2021-11-03,0,500,20C,1e-5
2021-11-03,0,500,20D,1e-5
2021-11-03,0,500,20E (EU1),1e-5
2021-11-03,0,500,20G,1e-5
2021-11-03,0,500,"20H (Beta, V2)",1e-5
2021-11-03,0,500,"20I (Alpha, V1)",1e-5
2021-11-03,0,500,"20J (Gamma, V3)",1e-5
2021-11-03,5,500,21A (Delta),0.01
2021-11-03,0,500,21B (Kappa),1e-5
2021-11-03,0,500,21C (Epsilon),1e-5
2021-11-03,0,500,21D (Eta),1e-5
2021-11-03,0,500,21F (Iota),1e-5
2021-11-03,0,500,21G (Lambda),1e-5
2021-11-03,0,500,21H (Mu),1e-5
2021-11-03,32,500,21I (Delta),0.064
2021-11-03,463,500,21J (Delta),0.926
2021-11-03,0,500,21K (Omicron),1e-5
2021-11-03,0,500,21L (Omicron),1e-5
2021-11-03,0,500,21M (Omicron),1e-5
2021-11-03,0,500,22A (Omicron),1e-5
2021-11-03,0,500,22B (Omicron),1e-5
2021-11-03,0,500,22C (Omicron),1e-5
2021-11-03,0,500,22D (Omicron),1e-5
2021-11-03,0,500,22E (Omicron),1e-5
2021-11-03,0,500,22F (Omicron),1e-5
2021-11-03,0,500,23A (Omicron),1e-5
2021-11-03,0,500,recombinant,1e-5
2021-11-04,0,595,19A,1e-5
2021-11-04,0,595,19B,1e-5
2021-11-04,1,595,20A,0.00168067226890756
2021-11-04,0,595,20B,1e-5
2021-11-04,0,595,20C,1e-5
2021-11-04,0,595,20D,1e-5
2021-11-04,0,595,20E (EU1),1e-5
2021-11-04,0,595,20G,1e-5
2021-11-04,0,595,"20H (Beta, V2)",1e-5
2021-11-04,0,595,"20I (Alpha, V1)",1e-5
2021-11-04,0,595,"20J (Gamma, V3)",1e-5
2021-11-04,2,595,21A (Delta),0.00336134453781512
2021-11-04,0,595,21B (Kappa),1e-5
2021-11-04,0,595,21C (Epsilon),1e-5
2021-11-04,0,595,21D (Eta),1e-5
2021-11-04,0,595,21F (Iota),1e-5
2021-11-04,0,595,21G (Lambda),1e-5
2021-11-04,0,595,21H (Mu),1e-5
2021-11-04,28,595,21I (Delta),0.04705882352941176
2021-11-04,564,595,21J (Delta),0.9478991596638656
2021-11-04,0,595,21K (Omicron),1e-5
2021-11-04,0,595,21L (Omicron),1e-5
2021-11-04,0,595,21M (Omicron),1e-5
2021-11-04,0,595,22A (Omicron),1e-5
2021-11-04,0,595,22B (Omicron),1e-5
2021-11-04,0,595,22C (Omicron),1e-5
2021-11-04,0,595,22D (Omicron),1e-5
2021-11-04,0,595,22E (Omicron),1e-5
2021-11-04,0,595,22F (Omicron),1e-5
2021-11-04,0,595,23A (Omicron),1e-5
2021-11-04,0,595,recombinant,1e-5
2021-11-05,0,487,19A,1e-5
2021-11-05,0,487,19B,1e-5
2021-11-05,1,487,20A,0.00205338809034907
2021-11-05,0,487,20B,1e-5
2021-11-05,0,487,20C,1e-5
2021-11-05,0,487,20D,1e-5
2021-11-05,0,487,20E (EU1),1e-5
2021-11-05,0,487,20G,1e-5
2021-11-05,0,487,"20H (Beta, V2)",1e-5
2021-11-05,0,487,"20I (Alpha, V1)",1e-5
2021-11-05,0,487,"20J (Gamma, V3)",1e-5
2021-11-05,6,487,21A (Delta),0.01232032854209445
2021-11-05,0,487,21B (Kappa),1e-5
2021-11-05,0,487,21C (Epsilon),1e-5
2021-11-05,0,487,21D (Eta),1e-5
2021-11-05,0,487,21F (Iota),1e-5
2021-11-05,0,487,21G (Lambda),1e-5
2021-11-05,0,487,21H (Mu),1e-5
2021-11-05,24,487,21I (Delta),0.04928131416837782
2021-11-05,456,487,21J (Delta),0.9363449691991786
2021-11-05,0,487,21K (Omicron),1e-5
2021-11-05,0,487,21L (Omicron),1e-5
2021-11-05,0,487,21M (Omicron),1e-5
2021-11-05,0,487,22A (Omicron),1e-5
2021-11-05,0,487,22B (Omicron),1e-5
2021-11-05,0,487,22C (Omicron),1e-5
2021-11-05,0,487,22D (Omicron),1e-5
2021-11-05,0,487,22E (Omicron),1e-5
2021-11-05,0,487,22F (Omicron),1e-5
2021-11-05,0,487,23A (Omicron),1e-5
2021-11-05,0,487,recombinant,1e-5
2021-11-06,0,341,19A,1e-5
2021-11-06,0,341,19B,1e-5
2021-11-06,0,341,20A,1e-5
2021-11-06,0,341,20B,1e-5
2021-11-06,0,341,20C,1e-5
2021-11-06,0,341,20D,1e-5
2021-11-06,0,341,20E (EU1),1e-5
2021-11-06,0,341,20G,1e-5
2021-11-06,0,341,"20H (Beta, V2)",1e-5
2021-11-06,0,341,"20I (Alpha, V1)",1e-5
2021-11-06,0,341,"20J (Gamma, V3)",1e-5
2021-11-06,3,341,21A (Delta),0.00879765395894428
2021-11-06,0,341,21B (Kappa),1e-5
2021-11-06,0,341,21C (Epsilon),1e-5
2021-11-06,0,341,21D (Eta),1e-5
2021-11-06,0,341,21F (Iota),1e-5
2021-11-06,0,341,21G (Lambda),1e-5
2021-11-06,0,341,21H (Mu),1e-5
2021-11-06,17,341,21I (Delta),0.04985337243401759
2021-11-06,321,341,21J (Delta),0.9413489736070382
2021-11-06,0,341,21K (Omicron),1e-5
2021-11-06,0,341,21L (Omicron),1e-5
2021-11-06,0,341,21M (Omicron),1e-5
2021-11-06,0,341,22A (Omicron),1e-5
2021-11-06,0,341,22B (Omicron),1e-5
2021-11-06,0,341,22C (Omicron),1e-5
2021-11-06,0,341,22D (Omicron),1e-5
2021-11-06,0,341,22E (Omicron),1e-5
2021-11-06,0,341,22F (Omicron),1e-5
2021-11-06,0,341,23A (Omicron),1e-5
2021-11-06,0,341,recombinant,1e-5
2021-11-07,1,332,19A,0.00301204819277108
2021-11-07,0,332,19B,1e-5
2021-11-07,0,332,20A,1e-5
2021-11-07,0,332,20B,1e-5
2021-11-07,0,332,20C,1e-5
2021-11-07,0,332,20D,1e-5
2021-11-07,0,332,20E (EU1),1e-5
2021-11-07,0,332,20G,1e-5
2021-11-07,0,332,"20H (Beta, V2)",1e-5
2021-11-07,0,332,"20I (Alpha, V1)",1e-5
2021-11-07,0,332,"20J (Gamma, V3)",1e-5
2021-11-07,1,332,21A (Delta),0.00301204819277108
2021-11-07,0,332,21B (Kappa),1e-5
2021-11-07,0,332,21C (Epsilon),1e-5
2021-11-07,0,332,21D (Eta),1e-5
2021-11-07,0,332,21F (Iota),1e-5
2021-11-07,0,332,21G (Lambda),1e-5
2021-11-07,0,332,21H (Mu),1e-5
2021-11-07,15,332,21I (Delta),0.04518072289156626
2021-11-07,315,332,21J (Delta),0.9487951807228916
2021-11-07,0,332,21K (Omicron),1e-5
2021-11-07,0,332,21L (Omicron),1e-5
2021-11-07,0,332,21M (Omicron),1e-5
2021-11-07,0,332,22A (Omicron),1e-5
2021-11-07,0,332,22B (Omicron),1e-5
2021-11-07,0,332,22C (Omicron),1e-5
2021-11-07,0,332,22D (Omicron),1e-5
2021-11-07,0,332,22E (Omicron),1e-5
2021-11-07,0,332,22F (Omicron),1e-5
2021-11-07,0,332,23A (Omicron),1e-5
2021-11-07,0,332,recombinant,1e-5
2021-11-08,1,656,19A,0.00152439024390243
2021-11-08,0,656,19B,1e-5
2021-11-08,0,656,20A,1e-5
2021-11-08,0,656,20B,1e-5
2021-11-08,0,656,20C,1e-5
2021-11-08,0,656,20D,1e-5
2021-11-08,0,656,20E (EU1),1e-5
2021-11-08,1,656,20G,0.00152439024390243
2021-11-08,0,656,"20H (Beta, V2)",1e-5
2021-11-08,0,656,"20I (Alpha, V1)",1e-5
2021-11-08,0,656,"20J (Gamma, V3)",1e-5
2021-11-08,4,656,21A (Delta),0.00609756097560975
2021-11-08,0,656,21B (Kappa),1e-5
2021-11-08,0,656,21C (Epsilon),1e-5
2021-11-08,0,656,21D (Eta),1e-5
2021-11-08,0,656,21F (Iota),1e-5
2021-11-08,0,656,21G (Lambda),1e-5
2021-11-08,0,656,21H (Mu),1e-5
2021-11-08,22,656,21I (Delta),0.03353658536585366
2021-11-08,628,656,21J (Delta),0.9573170731707316
2021-11-08,0,656,21K (Omicron),1e-5
2021-11-08,0,656,21L (Omicron),1e-5
2021-11-08,0,656,21M (Omicron),1e-5
2021-11-08,0,656,22A (Omicron),1e-5
2021-11-08,0,656,22B (Omicron),1e-5
2021-11-08,0,656,22C (Omicron),1e-5
2021-11-08,0,656,22D (Omicron),1e-5
2021-11-08,0,656,22E (Omicron),1e-5
2021-11-08,0,656,22F (Omicron),1e-5
2021-11-08,0,656,23A (Omicron),1e-5
2021-11-08,0,656,recombinant,1e-5
2021-11-09,0,626,19A,1e-5
2021-11-09,0,626,19B,1e-5
2021-11-09,0,626,20A,1e-5
2021-11-09,0,626,20B,1e-5
2021-11-09,0,626,20C,1e-5
2021-11-09,0,626,20D,1e-5
2021-11-09,0,626,20E (EU1),1e-5
2021-11-09,0,626,20G,1e-5
2021-11-09,0,626,"20H (Beta, V2)",1e-5
2021-11-09,0,626,"20I (Alpha, V1)",1e-5
2021-11-09,0,626,"20J (Gamma, V3)",1e-5
2021-11-09,4,626,21A (Delta),0.00638977635782747
2021-11-09,0,626,21B (Kappa),1e-5
2021-11-09,0,626,21C (Epsilon),1e-5
2021-11-09,0,626,21D (Eta),1e-5
2021-11-09,0,626,21F (Iota),1e-5
2021-11-09,0,626,21G (Lambda),1e-5
2021-11-09,0,626,21H (Mu),1e-5
2021-11-09,28,626,21I (Delta),0.04472843450479233
2021-11-09,594,626,21J (Delta),0.9488817891373802
2021-11-09,0,626,21K (Omicron),1e-5
2021-11-09,0,626,21L (Omicron),1e-5
2021-11-09,0,626,21M (Omicron),1e-5
2021-11-09,0,626,22A (Omicron),1e-5
2021-11-09,0,626,22B (Omicron),1e-5
2021-11-09,0,626,22C (Omicron),1e-5
2021-11-09,0,626,22D (Omicron),1e-5
2021-11-09,0,626,22E (Omicron),1e-5
2021-11-09,0,626,22F (Omicron),1e-5
2021-11-09,0,626,23A (Omicron),1e-5
2021-11-09,0,626,recombinant,1e-5
2021-11-10,0,579,19A,1e-5
2021-11-10,0,579,19B,1e-5
2021-11-10,1,579,20A,0.00172711571675302
2021-11-10,0,579,20B,1e-5
2021-11-10,1,579,20C,0.00172711571675302
2021-11-10,0,579,20D,1e-5
2021-11-10,0,579,20E (EU1),1e-5
2021-11-10,0,579,20G,1e-5
2021-11-10,0,579,"20H (Beta, V2)",1e-5
2021-11-10,0,579,"20I (Alpha, V1)",1e-5
2021-11-10,0,579,"20J (Gamma, V3)",1e-5
2021-11-10,2,579,21A (Delta),0.00345423143350604
2021-11-10,0,579,21B (Kappa),1e-5
2021-11-10,0,579,21C (Epsilon),1e-5
2021-11-10,0,579,21D (Eta),1e-5
2021-11-10,0,579,21F (Iota),1e-5
2021-11-10,0,579,21G (Lambda),1e-5
2021-11-10,0,579,21H (Mu),1e-5
2021-11-10,24,579,21I (Delta),0.04145077720207254
2021-11-10,551,579,21J (Delta),0.9516407599309152
2021-11-10,0,579,21K (Omicron),1e-5
2021-11-10,0,579,21L (Omicron),1e-5
2021-11-10,0,579,21M (Omicron),1e-5
2021-11-10,0,579,22A (Omicron),1e-5
2021-11-10,0,579,22B (Omicron),1e-5
2021-11-10,0,579,22C (Omicron),1e-5
2021-11-10,0,579,22D (Omicron),1e-5
2021-11-10,0,579,22E (Omicron),1e-5
2021-11-10,0,579,22F (Omicron),1e-5
2021-11-10,0,579,23A (Omicron),1e-5
2021-11-10,0,579,recombinant,1e-5
2021-11-11,5,572,19A,0.00874125874125874
2021-11-11,0,572,19B,1e-5
2021-11-11,0,572,20A,1e-5
2021-11-11,0,572,20B,1e-5
2021-11-11,0,572,20C,1e-5
2021-11-11,0,572,20D,1e-5
2021-11-11,0,572,20E (EU1),1e-5
2021-11-11,0,572,20G,1e-5
2021-11-11,0,572,"20H (Beta, V2)",1e-5
2021-11-11,0,572,"20I (Alpha, V1)",1e-5
2021-11-11,0,572,"20J (Gamma, V3)",1e-5
2021-11-11,1,572,21A (Delta),0.00174825174825174
2021-11-11,0,572,21B (Kappa),1e-5
2021-11-11,0,572,21C (Epsilon),1e-5
2021-11-11,0,572,21D (Eta),1e-5
2021-11-11,0,572,21F (Iota),1e-5
2021-11-11,0,572,21G (Lambda),1e-5
2021-11-11,0,572,21H (Mu),1e-5
2021-11-11,20,572,21I (Delta),0.03496503496503497
2021-11-11,546,572,21J (Delta),0.9545454545454546
2021-11-11,0,572,21K (Omicron),1e-5
2021-11-11,0,572,21L (Omicron),1e-5
2021-11-11,0,572,21M (Omicron),1e-5
2021-11-11,0,572,22A (Omicron),1e-5
2021-11-11,0,572,22B (Omicron),1e-5
2021-11-11,0,572,22C (Omicron),1e-5
2021-11-11,0,572,22D (Omicron),1e-5
2021-11-11,0,572,22E (Omicron),1e-5
2021-11-11,0,572,22F (Omicron),1e-5
2021-11-11,0,572,23A (Omicron),1e-5
2021-11-11,0,572,recombinant,1e-5
2021-11-12,5,549,19A,0.00910746812386156
2021-11-12,0,549,19B,1e-5
2021-11-12,0,549,20A,1e-5
2021-11-12,0,549,20B,1e-5
2021-11-12,0,549,20C,1e-5
2021-11-12,0,549,20D,1e-5
2021-11-12,0,549,20E (EU1),1e-5
2021-11-12,0,549,20G,1e-5
2021-11-12,0,549,"20H (Beta, V2)",1e-5
2021-11-12,0,549,"20I (Alpha, V1)",1e-5
2021-11-12,0,549,"20J (Gamma, V3)",1e-5
2021-11-12,4,549,21A (Delta),0.00728597449908925
2021-11-12,0,549,21B (Kappa),1e-5
2021-11-12,0,549,21C (Epsilon),1e-5
2021-11-12,0,549,21D (Eta),1e-5
2021-11-12,0,549,21F (Iota),1e-5
2021-11-12,0,549,21G (Lambda),1e-5
2021-11-12,0,549,21H (Mu),1e-5
2021-11-12,21,549,21I (Delta),0.03825136612021858
2021-11-12,519,549,21J (Delta),0.9453551912568308
2021-11-12,0,549,21K (Omicron),1e-5
2021-11-12,0,549,21L (Omicron),1e-5
2021-11-12,0,549,21M (Omicron),1e-5
2021-11-12,0,549,22A (Omicron),1e-5
2021-11-12,0,549,22B (Omicron),1e-5
2021-11-12,0,549,22C (Omicron),1e-5
2021-11-12,0,549,22D (Omicron),1e-5
2021-11-12,0,549,22E (Omicron),1e-5
2021-11-12,0,549,22F (Omicron),1e-5
2021-11-12,0,549,23A (Omicron),1e-5
2021-11-12,0,549,recombinant,1e-5
2021-11-13,5,473,19A,0.01057082452431289
2021-11-13,0,473,19B,1e-5
2021-11-13,0,473,20A,1e-5
2021-11-13,0,473,20B,1e-5
2021-11-13,0,473,20C,1e-5
2021-11-13,0,473,20D,1e-5
2021-11-13,0,473,20E (EU1),1e-5
2021-11-13,0,473,20G,1e-5
2021-11-13,0,473,"20H (Beta, V2)",1e-5
2021-11-13,0,473,"20I (Alpha, V1)",1e-5
2021-11-13,0,473,"20J (Gamma, V3)",1e-5
2021-11-13,3,473,21A (Delta),0.00634249471458773
2021-11-13,0,473,21B (Kappa),1e-5
2021-11-13,0,473,21C (Epsilon),1e-5
2021-11-13,0,473,21D (Eta),1e-5
2021-11-13,0,473,21F (Iota),1e-5
2021-11-13,0,473,21G (Lambda),1e-5
2021-11-13,0,473,21H (Mu),1e-5
2021-11-13,9,473,21I (Delta),0.01902748414376321
2021-11-13,456,473,21J (Delta),0.9640591966173362
2021-11-13,0,473,21K (Omicron),1e-5
2021-11-13,0,473,21L (Omicron),1e-5
2021-11-13,0,473,21M (Omicron),1e-5
2021-11-13,0,473,22A (Omicron),1e-5
2021-11-13,0,473,22B (Omicron),1e-5
2021-11-13,0,473,22C (Omicron),1e-5
2021-11-13,0,473,22D (Omicron),1e-5
2021-11-13,0,473,22E (Omicron),1e-5
2021-11-13,0,473,22F (Omicron),1e-5
2021-11-13,0,473,23A (Omicron),1e-5
2021-11-13,0,473,recombinant,1e-5
2021-11-14,1,437,19A,0.0022883295194508
2021-11-14,0,437,19B,1e-5
2021-11-14,0,437,20A,1e-5
2021-11-14,0,437,20B,1e-5
2021-11-14,0,437,20C,1e-5
2021-11-14,0,437,20D,1e-5
2021-11-14,0,437,20E (EU1),1e-5
2021-11-14,0,437,20G,1e-5
2021-11-14,0,437,"20H (Beta, V2)",1e-5
2021-11-14,0,437,"20I (Alpha, V1)",1e-5
2021-11-14,0,437,"20J (Gamma, V3)",1e-5
2021-11-14,3,437,21A (Delta),0.0068649885583524
2021-11-14,0,437,21B (Kappa),1e-5
2021-11-14,0,437,21C (Epsilon),1e-5
2021-11-14,0,437,21D (Eta),1e-5
2021-11-14,0,437,21F (Iota),1e-5
2021-11-14,0,437,21G (Lambda),1e-5
2021-11-14,0,437,21H (Mu),1e-5
2021-11-14,13,437,21I (Delta),0.02974828375286041
2021-11-14,420,437,21J (Delta),0.9610983981693364
2021-11-14,0,437,21K (Omicron),1e-5
2021-11-14,0,437,21L (Omicron),1e-5
2021-11-14,0,437,21M (Omicron),1e-5
2021-11-14,0,437,22A (Omicron),1e-5
2021-11-14,0,437,22B (Omicron),1e-5
2021-11-14,0,437,22C (Omicron),1e-5
2021-11-14,0,437,22D (Omicron),1e-5
2021-11-14,0,437,22E (Omicron),1e-5
2021-11-14,0,437,22F (Omicron),1e-5
2021-11-14,0,437,23A (Omicron),1e-5
2021-11-14,0,437,recombinant,1e-5
2021-11-15,1,988,19A,0.00101214574898785
2021-11-15,0,988,19B,1e-5
2021-11-15,0,988,20A,1e-5
2021-11-15,0,988,20B,1e-5
2021-11-15,1,988,20C,0.00101214574898785
2021-11-15,0,988,20D,1e-5
2021-11-15,0,988,20E (EU1),1e-5
2021-11-15,0,988,20G,1e-5
2021-11-15,0,988,"20H (Beta, V2)",1e-5
2021-11-15,0,988,"20I (Alpha, V1)",1e-5
2021-11-15,0,988,"20J (Gamma, V3)",1e-5
2021-11-15,4,988,21A (Delta),0.00404858299595141
2021-11-15,0,988,21B (Kappa),1e-5
2021-11-15,0,988,21C (Epsilon),1e-5
2021-11-15,0,988,21D (Eta),1e-5
2021-11-15,0,988,21F (Iota),1e-5
2021-11-15,0,988,21G (Lambda),1e-5
2021-11-15,0,988,21H (Mu),1e-5
2021-11-15,34,988,21I (Delta),0.03441295546558704
2021-11-15,948,988,21J (Delta),0.9595141700404858
2021-11-15,0,988,21K (Omicron),1e-5
2021-11-15,0,988,21L (Omicron),1e-5
2021-11-15,0,988,21M (Omicron),1e-5
2021-11-15,0,988,22A (Omicron),1e-5
2021-11-15,0,988,22B (Omicron),1e-5
2021-11-15,0,988,22C (Omicron),1e-5
2021-11-15,0,988,22D (Omicron),1e-5
2021-11-15,0,988,22E (Omicron),1e-5
2021-11-15,0,988,22F (Omicron),1e-5
2021-11-15,0,988,23A (Omicron),1e-5
2021-11-15,0,988,recombinant,1e-5
2021-11-16,2,853,19A,0.00234466588511137
2021-11-16,0,853,19B,1e-5
2021-11-16,1,853,20A,0.00117233294255568
2021-11-16,0,853,20B,1e-5
2021-11-16,0,853,20C,1e-5
2021-11-16,0,853,20D,1e-5
2021-11-16,0,853,20E (EU1),1e-5
2021-11-16,0,853,20G,1e-5
2021-11-16,0,853,"20H (Beta, V2)",1e-5
2021-11-16,0,853,"20I (Alpha, V1)",1e-5
2021-11-16,0,853,"20J (Gamma, V3)",1e-5
2021-11-16,1,853,21A (Delta),0.00117233294255568
2021-11-16,0,853,21B (Kappa),1e-5
2021-11-16,0,853,21C (Epsilon),1e-5
2021-11-16,0,853,21D (Eta),1e-5
2021-11-16,0,853,21F (Iota),1e-5
2021-11-16,0,853,21G (Lambda),1e-5
2021-11-16,0,853,21H (Mu),1e-5
2021-11-16,31,853,21I (Delta),0.03634232121922626
2021-11-16,818,853,21J (Delta),0.958968347010551
2021-11-16,0,853,21K (Omicron),1e-5
2021-11-16,0,853,21L (Omicron),1e-5
2021-11-16,0,853,21M (Omicron),1e-5
2021-11-16,0,853,22A (Omicron),1e-5
2021-11-16,0,853,22B (Omicron),1e-5
2021-11-16,0,853,22C (Omicron),1e-5
2021-11-16,0,853,22D (Omicron),1e-5
2021-11-16,0,853,22E (Omicron),1e-5
2021-11-16,0,853,22F (Omicron),1e-5
2021-11-16,0,853,23A (Omicron),1e-5
2021-11-16,0,853,recombinant,1e-5
2021-11-17,1,665,19A,0.00150375939849624
2021-11-17,0,665,19B,1e-5
2021-11-17,0,665,20A,1e-5
2021-11-17,0,665,20B,1e-5
2021-11-17,0,665,20C,1e-5
2021-11-17,0,665,20D,1e-5
2021-11-17,0,665,20E (EU1),1e-5
2021-11-17,0,665,20G,1e-5
2021-11-17,0,665,"20H (Beta, V2)",1e-5
2021-11-17,0,665,"20I (Alpha, V1)",1e-5
2021-11-17,0,665,"20J (Gamma, V3)",1e-5
2021-11-17,3,665,21A (Delta),0.00451127819548872
2021-11-17,0,665,21B (Kappa),1e-5
2021-11-17,0,665,21C (Epsilon),1e-5
2021-11-17,0,665,21D (Eta),1e-5
2021-11-17,0,665,21F (Iota),1e-5
2021-11-17,0,665,21G (Lambda),1e-5
2021-11-17,0,665,21H (Mu),1e-5
2021-11-17,29,665,21I (Delta),0.04360902255639098
2021-11-17,632,665,21J (Delta),0.950375939849624
2021-11-17,0,665,21K (Omicron),1e-5
2021-11-17,0,665,21L (Omicron),1e-5
2021-11-17,0,665,21M (Omicron),1e-5
2021-11-17,0,665,22A (Omicron),1e-5
2021-11-17,0,665,22B (Omicron),1e-5
2021-11-17,0,665,22C (Omicron),1e-5
2021-11-17,0,665,22D (Omicron),1e-5
2021-11-17,0,665,22E (Omicron),1e-5
2021-11-17,0,665,22F (Omicron),1e-5
2021-11-17,0,665,23A (Omicron),1e-5
2021-11-17,0,665,recombinant,1e-5
2021-11-18,1,808,19A,0.00123762376237623
2021-11-18,0,808,19B,1e-5
2021-11-18,0,808,20A,1e-5
2021-11-18,0,808,20B,1e-5
2021-11-18,0,808,20C,1e-5
2021-11-18,0,808,20D,1e-5
2021-11-18,0,808,20E (EU1),1e-5
2021-11-18,0,808,20G,1e-5
2021-11-18,0,808,"20H (Beta, V2)",1e-5
2021-11-18,0,808,"20I (Alpha, V1)",1e-5
2021-11-18,0,808,"20J (Gamma, V3)",1e-5
2021-11-18,3,808,21A (Delta),0.00371287128712871
2021-11-18,0,808,21B (Kappa),1e-5
2021-11-18,0,808,21C (Epsilon),1e-5
2021-11-18,0,808,21D (Eta),1e-5
2021-11-18,0,808,21F (Iota),1e-5
2021-11-18,0,808,21G (Lambda),1e-5
2021-11-18,0,808,21H (Mu),1e-5
2021-11-18,18,808,21I (Delta),0.02227722772277227
2021-11-18,786,808,21J (Delta),0.9727722772277227
2021-11-18,0,808,21K (Omicron),1e-5
2021-11-18,0,808,21L (Omicron),1e-5
2021-11-18,0,808,21M (Omicron),1e-5
2021-11-18,0,808,22A (Omicron),1e-5
2021-11-18,0,808,22B (Omicron),1e-5
2021-11-18,0,808,22C (Omicron),1e-5
2021-11-18,0,808,22D (Omicron),1e-5
2021-11-18,0,808,22E (Omicron),1e-5
2021-11-18,0,808,22F (Omicron),1e-5
2021-11-18,0,808,23A (Omicron),1e-5
2021-11-18,0,808,recombinant,1e-5
2021-11-19,4,610,19A,0.00655737704918032
2021-11-19,0,610,19B,1e-5
2021-11-19,1,610,20A,0.00163934426229508
2021-11-19,0,610,20B,1e-5
2021-11-19,0,610,20C,1e-5
2021-11-19,0,610,20D,1e-5
2021-11-19,0,610,20E (EU1),1e-5
2021-11-19,0,610,20G,1e-5
2021-11-19,0,610,"20H (Beta, V2)",1e-5
2021-11-19,0,610,"20I (Alpha, V1)",1e-5
2021-11-19,0,610,"20J (Gamma, V3)",1e-5
2021-11-19,4,610,21A (Delta),0.00655737704918032
2021-11-19,0,610,21B (Kappa),1e-5
2021-11-19,0,610,21C (Epsilon),1e-5
2021-11-19,0,610,21D (Eta),1e-5
2021-11-19,0,610,21F (Iota),1e-5
2021-11-19,0,610,21G (Lambda),1e-5
2021-11-19,0,610,21H (Mu),1e-5
2021-11-19,31,610,21I (Delta),0.05081967213114754
2021-11-19,570,610,21J (Delta),0.9344262295081968
2021-11-19,0,610,21K (Omicron),1e-5
2021-11-19,0,610,21L (Omicron),1e-5
2021-11-19,0,610,21M (Omicron),1e-5
2021-11-19,0,610,22A (Omicron),1e-5
2021-11-19,0,610,22B (Omicron),1e-5
2021-11-19,0,610,22C (Omicron),1e-5
2021-11-19,0,610,22D (Omicron),1e-5
2021-11-19,0,610,22E (Omicron),1e-5
2021-11-19,0,610,22F (Omicron),1e-5
2021-11-19,0,610,23A (Omicron),1e-5
2021-11-19,0,610,recombinant,1e-5
2021-11-20,5,509,19A,0.00982318271119842
2021-11-20,0,509,19B,1e-5
2021-11-20,0,509,20A,1e-5
2021-11-20,0,509,20B,1e-5
2021-11-20,0,509,20C,1e-5
2021-11-20,0,509,20D,1e-5
2021-11-20,0,509,20E (EU1),1e-5
2021-11-20,0,509,20G,1e-5
2021-11-20,0,509,"20H (Beta, V2)",1e-5
2021-11-20,0,509,"20I (Alpha, V1)",1e-5
2021-11-20,0,509,"20J (Gamma, V3)",1e-5
2021-11-20,1,509,21A (Delta),0.00196463654223968
2021-11-20,0,509,21B (Kappa),1e-5
2021-11-20,0,509,21C (Epsilon),1e-5
2021-11-20,0,509,21D (Eta),1e-5
2021-11-20,0,509,21F (Iota),1e-5
2021-11-20,0,509,21G (Lambda),1e-5
2021-11-20,0,509,21H (Mu),1e-5
2021-11-20,17,509,21I (Delta),0.03339882121807466
2021-11-20,486,509,21J (Delta),0.9548133595284872
2021-11-20,0,509,21K (Omicron),1e-5
2021-11-20,0,509,21L (Omicron),1e-5
2021-11-20,0,509,21M (Omicron),1e-5
2021-11-20,0,509,22A (Omicron),1e-5
2021-11-20,0,509,22B (Omicron),1e-5
2021-11-20,0,509,22C (Omicron),1e-5
2021-11-20,0,509,22D (Omicron),1e-5
2021-11-20,0,509,22E (Omicron),1e-5
2021-11-20,0,509,22F (Omicron),1e-5
2021-11-20,0,509,23A (Omicron),1e-5
2021-11-20,0,509,recombinant,1e-5
2021-11-21,3,400,19A,0.0075
2021-11-21,0,400,19B,1e-5
2021-11-21,0,400,20A,1e-5
2021-11-21,0,400,20B,1e-5
2021-11-21,0,400,20C,1e-5
2021-11-21,0,400,20D,1e-5
2021-11-21,0,400,20E (EU1),1e-5
2021-11-21,0,400,20G,1e-5
2021-11-21,0,400,"20H (Beta, V2)",1e-5
2021-11-21,0,400,"20I (Alpha, V1)",1e-5
2021-11-21,0,400,"20J (Gamma, V3)",1e-5
2021-11-21,3,400,21A (Delta),0.0075
2021-11-21,0,400,21B (Kappa),1e-5
2021-11-21,0,400,21C (Epsilon),1e-5
2021-11-21,0,400,21D (Eta),1e-5
2021-11-21,0,400,21F (Iota),1e-5
2021-11-21,0,400,21G (Lambda),1e-5
2021-11-21,0,400,21H (Mu),1e-5
2021-11-21,15,400,21I (Delta),0.0375
2021-11-21,379,400,21J (Delta),0.9475
2021-11-21,0,400,21K (Omicron),1e-5
2021-11-21,0,400,21L (Omicron),1e-5
2021-11-21,0,400,21M (Omicron),1e-5
2021-11-21,0,400,22A (Omicron),1e-5
