date,clade_samples,total_samples,Nextstrain_clade,clade_pct
2021-01-20,0,9,21K (Omicron),1e-5
2021-01-20,0,9,21L (Omicron),1e-5
2021-01-20,0,9,21M (Omicron),1e-5
2021-01-20,0,9,22A (Omicron),1e-5
2021-01-20,0,9,22B (Omicron),1e-5
2021-01-20,0,9,22C (Omicron),1e-5
2021-01-20,0,9,22D (Omicron),1e-5
2021-01-20,0,9,22E (Omicron),1e-5
2021-01-20,0,9,22F (Omicron),1e-5
2021-01-20,0,9,23A (Omicron),1e-5
2021-01-20,0,9,recombinant,1e-5
2021-01-21,0,12,19A,1e-5
2021-01-21,1,12,19B,0.08333333333333333
2021-01-21,3,12,20A,0.25
2021-01-21,2,12,20B,0.16666666666666666
2021-01-21,3,12,20C,0.25
2021-01-21,0,12,20D,1e-5
2021-01-21,0,12,20E (EU1),1e-5
2021-01-21,3,12,20G,0.25
2021-01-21,0,12,"20H (Beta, V2)",1e-5
2021-01-21,0,12,"20I (Alpha, V1)",1e-5
2021-01-21,0,12,"20J (Gamma, V3)",1e-5
2021-01-21,0,12,21A (Delta),1e-5
2021-01-21,0,12,21B (Kappa),1e-5
2021-01-21,0,12,21C (Epsilon),1e-5
2021-01-21,0,12,21D (Eta),1e-5
2021-01-21,0,12,21F (Iota),1e-5
2021-01-21,0,12,21G (Lambda),1e-5
2021-01-21,0,12,21H (Mu),1e-5
2021-01-21,0,12,21I (Delta),1e-5
2021-01-21,0,12,21J (Delta),1e-5
2021-01-21,0,12,21K (Omicron),1e-5
2021-01-21,0,12,21L (Omicron),1e-5
2021-01-21,0,12,21M (Omicron),1e-5
2021-01-21,0,12,22A (Omicron),1e-5
2021-01-21,0,12,22B (Omicron),1e-5
2021-01-21,0,12,22C (Omicron),1e-5
2021-01-21,0,12,22D (Omicron),1e-5
2021-01-21,0,12,22E (Omicron),1e-5
2021-01-21,0,12,22F (Omicron),1e-5
2021-01-21,0,12,23A (Omicron),1e-5
2021-01-21,0,12,recombinant,1e-5
2021-01-22,0,8,19A,1e-5
2021-01-22,0,8,19B,1e-5
2021-01-22,1,8,20A,0.125
2021-01-22,1,8,20B,0.125
2021-01-22,1,8,20C,0.125
2021-01-22,0,8,20D,1e-5
2021-01-22,0,8,20E (EU1),1e-5
2021-01-22,5,8,20G,0.625
2021-01-22,0,8,"20H (Beta, V2)",1e-5
2021-01-22,0,8,"20I (Alpha, V1)",1e-5
2021-01-22,0,8,"20J (Gamma, V3)",1e-5
2021-01-22,0,8,21A (Delta),1e-5
2021-01-22,0,8,21B (Kappa),1e-5
2021-01-22,0,8,21C (Epsilon),1e-5
2021-01-22,0,8,21D (Eta),1e-5
2021-01-22,0,8,21F (Iota),1e-5
2021-01-22,0,8,21G (Lambda),1e-5
2021-01-22,0,8,21H (Mu),1e-5
2021-01-22,0,8,21I (Delta),1e-5
2021-01-22,0,8,21J (Delta),1e-5
2021-01-22,0,8,21K (Omicron),1e-5
2021-01-22,0,8,21L (Omicron),1e-5
2021-01-22,0,8,21M (Omicron),1e-5
2021-01-22,0,8,22A (Omicron),1e-5
2021-01-22,0,8,22B (Omicron),1e-5
2021-01-22,0,8,22C (Omicron),1e-5
2021-01-22,0,8,22D (Omicron),1e-5
2021-01-22,0,8,22E (Omicron),1e-5
2021-01-22,0,8,22F (Omicron),1e-5
2021-01-22,0,8,23A (Omicron),1e-5
2021-01-22,0,8,recombinant,1e-5
2021-01-23,0,12,19A,1e-5
2021-01-23,0,12,19B,1e-5
2021-01-23,0,12,20A,1e-5
2021-01-23,1,12,20B,0.08333333333333333
2021-01-23,6,12,20C,0.5
2021-01-23,0,12,20D,1e-5
2021-01-23,0,12,20E (EU1),1e-5
2021-01-23,4,12,20G,0.3333333333333333
2021-01-23,0,12,"20H (Beta, V2)",1e-5
2021-01-23,0,12,"20I (Alpha, V1)",1e-5
2021-01-23,0,12,"20J (Gamma, V3)",1e-5
2021-01-23,0,12,21A (Delta),1e-5
2021-01-23,0,12,21B (Kappa),1e-5
2021-01-23,0,12,21C (Epsilon),1e-5
2021-01-23,0,12,21D (Eta),1e-5
2021-01-23,1,12,21F (Iota),0.08333333333333333
2021-01-23,0,12,21G (Lambda),1e-5
2021-01-23,0,12,21H (Mu),1e-5
2021-01-23,0,12,21I (Delta),1e-5
2021-01-23,0,12,21J (Delta),1e-5
2021-01-23,0,12,21K (Omicron),1e-5
2021-01-23,0,12,21L (Omicron),1e-5
2021-01-23,0,12,21M (Omicron),1e-5
2021-01-23,0,12,22A (Omicron),1e-5
2021-01-23,0,12,22B (Omicron),1e-5
2021-01-23,0,12,22C (Omicron),1e-5
2021-01-23,0,12,22D (Omicron),1e-5
2021-01-23,0,12,22E (Omicron),1e-5
2021-01-23,0,12,22F (Omicron),1e-5
2021-01-23,0,12,23A (Omicron),1e-5
2021-01-23,0,12,recombinant,1e-5
2021-01-24,0,3,19A,1e-5
2021-01-24,0,3,19B,1e-5
2021-01-24,0,3,20A,1e-5
2021-01-24,0,3,20B,1e-5
2021-01-24,1,3,20C,0.3333333333333333
2021-01-24,0,3,20D,1e-5
2021-01-24,0,3,20E (EU1),1e-5
2021-01-24,2,3,20G,0.6666666666666666
2021-01-24,0,3,"20H (Beta, V2)",1e-5
2021-01-24,0,3,"20I (Alpha, V1)",1e-5
2021-01-24,0,3,"20J (Gamma, V3)",1e-5
2021-01-24,0,3,21A (Delta),1e-5
2021-01-24,0,3,21B (Kappa),1e-5
2021-01-24,0,3,21C (Epsilon),1e-5
2021-01-24,0,3,21D (Eta),1e-5
2021-01-24,0,3,21F (Iota),1e-5
2021-01-24,0,3,21G (Lambda),1e-5
2021-01-24,0,3,21H (Mu),1e-5
2021-01-24,0,3,21I (Delta),1e-5
2021-01-24,0,3,21J (Delta),1e-5
2021-01-24,0,3,21K (Omicron),1e-5
2021-01-24,0,3,21L (Omicron),1e-5
2021-01-24,0,3,21M (Omicron),1e-5
2021-01-24,0,3,22A (Omicron),1e-5
2021-01-24,0,3,22B (Omicron),1e-5
2021-01-24,0,3,22C (Omicron),1e-5
2021-01-24,0,3,22D (Omicron),1e-5
2021-01-24,0,3,22E (Omicron),1e-5
2021-01-24,0,3,22F (Omicron),1e-5
2021-01-24,0,3,23A (Omicron),1e-5
2021-01-24,0,3,recombinant,1e-5
2021-01-25,0,30,19A,1e-5
2021-01-25,0,30,19B,1e-5
2021-01-25,3,30,20A,0.1
2021-01-25,2,30,20B,0.06666666666666667
2021-01-25,8,30,20C,0.26666666666666666
2021-01-25,0,30,20D,1e-5
2021-01-25,0,30,20E (EU1),1e-5
2021-01-25,15,30,20G,0.5
2021-01-25,0,30,"20H (Beta, V2)",1e-5
2021-01-25,0,30,"20I (Alpha, V1)",1e-5
2021-01-25,0,30,"20J (Gamma, V3)",1e-5
2021-01-25,0,30,21A (Delta),1e-5
2021-01-25,0,30,21B (Kappa),1e-5
2021-01-25,2,30,21C (Epsilon),0.06666666666666667
2021-01-25,0,30,21D (Eta),1e-5
2021-01-25,0,30,21F (Iota),1e-5
2021-01-25,0,30,21G (Lambda),1e-5
2021-01-25,0,30,21H (Mu),1e-5
2021-01-25,0,30,21I (Delta),1e-5
2021-01-25,0,30,21J (Delta),1e-5
2021-01-25,0,30,21K (Omicron),1e-5
2021-01-25,0,30,21L (Omicron),1e-5
2021-01-25,0,30,21M (Omicron),1e-5
2021-01-25,0,30,22A (Omicron),1e-5
2021-01-25,0,30,22B (Omicron),1e-5
2021-01-25,0,30,22C (Omicron),1e-5
2021-01-25,0,30,22D (Omicron),1e-5
2021-01-25,0,30,22E (Omicron),1e-5
2021-01-25,0,30,22F (Omicron),1e-5
2021-01-25,0,30,23A (Omicron),1e-5
2021-01-25,0,30,recombinant,1e-5
2021-01-26,0,17,19A,1e-5
2021-01-26,0,17,19B,1e-5
2021-01-26,3,17,20A,0.17647058823529413
2021-01-26,2,17,20B,0.1176470588235294
2021-01-26,5,17,20C,0.29411764705882354
2021-01-26,0,17,20D,1e-5
2021-01-26,0,17,20E (EU1),1e-5
2021-01-26,6,17,20G,0.35294117647058826
2021-01-26,0,17,"20H (Beta, V2)",1e-5
2021-01-26,1,17,"20I (Alpha, V1)",0.0588235294117647
2021-01-26,0,17,"20J (Gamma, V3)",1e-5
2021-01-26,0,17,21A (Delta),1e-5
2021-01-26,0,17,21B (Kappa),1e-5
2021-01-26,0,17,21C (Epsilon),1e-5
2021-01-26,0,17,21D (Eta),1e-5
2021-01-26,0,17,21F (Iota),1e-5
2021-01-26,0,17,21G (Lambda),1e-5
2021-01-26,0,17,21H (Mu),1e-5
2021-01-26,0,17,21I (Delta),1e-5
2021-01-26,0,17,21J (Delta),1e-5
2021-01-26,0,17,21K (Omicron),1e-5
2021-01-26,0,17,21L (Omicron),1e-5
2021-01-26,0,17,21M (Omicron),1e-5
2021-01-26,0,17,22A (Omicron),1e-5
2021-01-26,0,17,22B (Omicron),1e-5
2021-01-26,0,17,22C (Omicron),1e-5
2021-01-26,0,17,22D (Omicron),1e-5
2021-01-26,0,17,22E (Omicron),1e-5
2021-01-26,0,17,22F (Omicron),1e-5
2021-01-26,0,17,23A (Omicron),1e-5
2021-01-26,0,17,recombinant,1e-5
2021-01-27,0,15,19A,1e-5
2021-01-27,0,15,19B,1e-5
2021-01-27,1,15,20A,0.06666666666666667
2021-01-27,3,15,20B,0.2
2021-01-27,4,15,20C,0.26666666666666666
2021-01-27,0,15,20D,1e-5
2021-01-27,0,15,20E (EU1),1e-5
2021-01-27,5,15,20G,0.3333333333333333
2021-01-27,1,15,"20H (Beta, V2)",0.06666666666666667
2021-01-27,1,15,"20I (Alpha, V1)",0.06666666666666667
2021-01-27,0,15,"20J (Gamma, V3)",1e-5
2021-01-27,0,15,21A (Delta),1e-5
2021-01-27,0,15,21B (Kappa),1e-5
2021-01-27,0,15,21C (Epsilon),1e-5
2021-01-27,0,15,21D (Eta),1e-5
2021-01-27,0,15,21F (Iota),1e-5
2021-01-27,0,15,21G (Lambda),1e-5
2021-01-27,0,15,21H (Mu),1e-5
2021-01-27,0,15,21I (Delta),1e-5
2021-01-27,0,15,21J (Delta),1e-5
2021-01-27,0,15,21K (Omicron),1e-5
2021-01-27,0,15,21L (Omicron),1e-5
2021-01-27,0,15,21M (Omicron),1e-5
2021-01-27,0,15,22A (Omicron),1e-5
2021-01-27,0,15,22B (Omicron),1e-5
2021-01-27,0,15,22C (Omicron),1e-5
2021-01-27,0,15,22D (Omicron),1e-5
2021-01-27,0,15,22E (Omicron),1e-5
2021-01-27,0,15,22F (Omicron),1e-5
2021-01-27,0,15,23A (Omicron),1e-5
2021-01-27,0,15,recombinant,1e-5
2021-01-28,0,31,19A,1e-5
2021-01-28,0,31,19B,1e-5
2021-01-28,1,31,20A,0.03225806451612903
2021-01-28,5,31,20B,0.16129032258064516
2021-01-28,7,31,20C,0.2258064516129032
2021-01-28,0,31,20D,1e-5
2021-01-28,0,31,20E (EU1),1e-5
2021-01-28,16,31,20G,0.5161290322580645
2021-01-28,0,31,"20H (Beta, V2)",1e-5
2021-01-28,2,31,"20I (Alpha, V1)",0.06451612903225806
2021-01-28,0,31,"20J (Gamma, V3)",1e-5
2021-01-28,0,31,21A (Delta),1e-5
2021-01-28,0,31,21B (Kappa),1e-5
2021-01-28,0,31,21C (Epsilon),1e-5
2021-01-28,0,31,21D (Eta),1e-5
2021-01-28,0,31,21F (Iota),1e-5
2021-01-28,0,31,21G (Lambda),1e-5
2021-01-28,0,31,21H (Mu),1e-5
2021-01-28,0,31,21I (Delta),1e-5
2021-01-28,0,31,21J (Delta),1e-5
2021-01-28,0,31,21K (Omicron),1e-5
2021-01-28,0,31,21L (Omicron),1e-5
2021-01-28,0,31,21M (Omicron),1e-5
2021-01-28,0,31,22A (Omicron),1e-5
2021-01-28,0,31,22B (Omicron),1e-5
2021-01-28,0,31,22C (Omicron),1e-5
2021-01-28,0,31,22D (Omicron),1e-5
2021-01-28,0,31,22E (Omicron),1e-5
2021-01-28,0,31,22F (Omicron),1e-5
2021-01-28,0,31,23A (Omicron),1e-5
2021-01-28,0,31,recombinant,1e-5
2021-01-29,0,40,19A,1e-5
2021-01-29,0,40,19B,1e-5
2021-01-29,3,40,20A,0.075
2021-01-29,6,40,20B,0.15
2021-01-29,10,40,20C,0.25
2021-01-29,0,40,20D,1e-5
2021-01-29,0,40,20E (EU1),1e-5
2021-01-29,18,40,20G,0.45
2021-01-29,1,40,"20H (Beta, V2)",0.025
2021-01-29,1,40,"20I (Alpha, V1)",0.025
2021-01-29,0,40,"20J (Gamma, V3)",1e-5
2021-01-29,0,40,21A (Delta),1e-5
2021-01-29,0,40,21B (Kappa),1e-5
2021-01-29,1,40,21C (Epsilon),0.025
2021-01-29,0,40,21D (Eta),1e-5
2021-01-29,0,40,21F (Iota),1e-5
2021-01-29,0,40,21G (Lambda),1e-5
2021-01-29,0,40,21H (Mu),1e-5
2021-01-29,0,40,21I (Delta),1e-5
2021-01-29,0,40,21J (Delta),1e-5
2021-01-29,0,40,21K (Omicron),1e-5
2021-01-29,0,40,21L (Omicron),1e-5
2021-01-29,0,40,21M (Omicron),1e-5
2021-01-29,0,40,22A (Omicron),1e-5
2021-01-29,0,40,22B (Omicron),1e-5
2021-01-29,0,40,22C (Omicron),1e-5
2021-01-29,0,40,22D (Omicron),1e-5
2021-01-29,0,40,22E (Omicron),1e-5
2021-01-29,0,40,22F (Omicron),1e-5
2021-01-29,0,40,23A (Omicron),1e-5
2021-01-29,0,40,recombinant,1e-5
2021-01-30,0,12,19A,1e-5
2021-01-30,1,12,19B,0.08333333333333333
2021-01-30,0,12,20A,1e-5
2021-01-30,1,12,20B,0.08333333333333333
2021-01-30,3,12,20C,0.25
2021-01-30,0,12,20D,1e-5
2021-01-30,0,12,20E (EU1),1e-5
2021-01-30,5,12,20G,0.4166666666666667
2021-01-30,1,12,"20H (Beta, V2)",0.08333333333333333
2021-01-30,1,12,"20I (Alpha, V1)",0.08333333333333333
2021-01-30,0,12,"20J (Gamma, V3)",1e-5
2021-01-30,0,12,21A (Delta),1e-5
2021-01-30,0,12,21B (Kappa),1e-5
2021-01-30,0,12,21C (Epsilon),1e-5
2021-01-30,0,12,21D (Eta),1e-5
2021-01-30,0,12,21F (Iota),1e-5
2021-01-30,0,12,21G (Lambda),1e-5
2021-01-30,0,12,21H (Mu),1e-5
2021-01-30,0,12,21I (Delta),1e-5
2021-01-30,0,12,21J (Delta),1e-5
2021-01-30,0,12,21K (Omicron),1e-5
2021-01-30,0,12,21L (Omicron),1e-5
2021-01-30,0,12,21M (Omicron),1e-5
2021-01-30,0,12,22A (Omicron),1e-5
2021-01-30,0,12,22B (Omicron),1e-5
2021-01-30,0,12,22C (Omicron),1e-5
2021-01-30,0,12,22D (Omicron),1e-5
2021-01-30,0,12,22E (Omicron),1e-5
2021-01-30,0,12,22F (Omicron),1e-5
2021-01-30,0,12,23A (Omicron),1e-5
2021-01-30,0,12,recombinant,1e-5
2021-01-31,0,13,19A,1e-5
2021-01-31,1,13,19B,0.07692307692307693
2021-01-31,1,13,20A,0.07692307692307693
2021-01-31,2,13,20B,0.15384615384615383
2021-01-31,1,13,20C,0.07692307692307693
2021-01-31,0,13,20D,1e-5
2021-01-31,0,13,20E (EU1),1e-5
2021-01-31,5,13,20G,0.38461538461538464
2021-01-31,0,13,"20H (Beta, V2)",1e-5
2021-01-31,0,13,"20I (Alpha, V1)",1e-5
2021-01-31,0,13,"20J (Gamma, V3)",1e-5
2021-01-31,0,13,21A (Delta),1e-5
2021-01-31,0,13,21B (Kappa),1e-5
2021-01-31,1,13,21C (Epsilon),0.07692307692307693
2021-01-31,0,13,21D (Eta),1e-5
2021-01-31,1,13,21F (Iota),0.07692307692307693
2021-01-31,0,13,21G (Lambda),1e-5
2021-01-31,0,13,21H (Mu),1e-5
2021-01-31,0,13,21I (Delta),1e-5
2021-01-31,0,13,21J (Delta),1e-5
2021-01-31,1,13,21K (Omicron),0.07692307692307693
2021-01-31,0,13,21L (Omicron),1e-5
2021-01-31,0,13,21M (Omicron),1e-5
2021-01-31,0,13,22A (Omicron),1e-5
2021-01-31,0,13,22B (Omicron),1e-5
2021-01-31,0,13,22C (Omicron),1e-5
2021-01-31,0,13,22D (Omicron),1e-5
2021-01-31,0,13,22E (Omicron),1e-5
2021-01-31,0,13,22F (Omicron),1e-5
2021-01-31,0,13,23A (Omicron),1e-5
2021-01-31,0,13,recombinant,1e-5
2021-02-01,0,47,19A,1e-5
2021-02-01,0,47,19B,1e-5
2021-02-01,6,47,20A,0.1276595744680851
2021-02-01,8,47,20B,0.1702127659574468
2021-02-01,10,47,20C,0.2127659574468085
2021-02-01,0,47,20D,1e-5
2021-02-01,0,47,20E (EU1),1e-5
2021-02-01,19,47,20G,0.40425531914893614
2021-02-01,0,47,"20H (Beta, V2)",1e-5
2021-02-01,3,47,"20I (Alpha, V1)",0.06382978723404255
2021-02-01,0,47,"20J (Gamma, V3)",1e-5
2021-02-01,0,47,21A (Delta),1e-5
2021-02-01,0,47,21B (Kappa),1e-5
2021-02-01,0,47,21C (Epsilon),1e-5
2021-02-01,1,47,21D (Eta),0.02127659574468085
2021-02-01,0,47,21F (Iota),1e-5
2021-02-01,0,47,21G (Lambda),1e-5
2021-02-01,0,47,21H (Mu),1e-5
2021-02-01,0,47,21I (Delta),1e-5
2021-02-01,0,47,21J (Delta),1e-5
2021-02-01,0,47,21K (Omicron),1e-5
2021-02-01,0,47,21L (Omicron),1e-5
2021-02-01,0,47,21M (Omicron),1e-5
2021-02-01,0,47,22A (Omicron),1e-5
2021-02-01,0,47,22B (Omicron),1e-5
2021-02-01,0,47,22C (Omicron),1e-5
2021-02-01,0,47,22D (Omicron),1e-5
2021-02-01,0,47,22E (Omicron),1e-5
2021-02-01,0,47,22F (Omicron),1e-5
2021-02-01,0,47,23A (Omicron),1e-5
2021-02-01,0,47,recombinant,1e-5
2021-02-02,0,22,19A,1e-5
2021-02-02,0,22,19B,1e-5
2021-02-02,3,22,20A,0.13636363636363635
2021-02-02,2,22,20B,0.09090909090909093
2021-02-02,5,22,20C,0.2272727272727273
2021-02-02,0,22,20D,1e-5
2021-02-02,0,22,20E (EU1),1e-5
2021-02-02,11,22,20G,0.5
2021-02-02,0,22,"20H (Beta, V2)",1e-5
2021-02-02,1,22,"20I (Alpha, V1)",0.04545454545454545
2021-02-02,0,22,"20J (Gamma, V3)",1e-5
2021-02-02,0,22,21A (Delta),1e-5
2021-02-02,0,22,21B (Kappa),1e-5
2021-02-02,0,22,21C (Epsilon),1e-5
2021-02-02,0,22,21D (Eta),1e-5
2021-02-02,0,22,21F (Iota),1e-5
2021-02-02,0,22,21G (Lambda),1e-5
2021-02-02,0,22,21H (Mu),1e-5
2021-02-02,0,22,21I (Delta),1e-5
2021-02-02,0,22,21J (Delta),1e-5
2021-02-02,0,22,21K (Omicron),1e-5
2021-02-02,0,22,21L (Omicron),1e-5
2021-02-02,0,22,21M (Omicron),1e-5
2021-02-02,0,22,22A (Omicron),1e-5
2021-02-02,0,22,22B (Omicron),1e-5
2021-02-02,0,22,22C (Omicron),1e-5
2021-02-02,0,22,22D (Omicron),1e-5
2021-02-02,0,22,22E (Omicron),1e-5
2021-02-02,0,22,22F (Omicron),1e-5
2021-02-02,0,22,23A (Omicron),1e-5
2021-02-02,0,22,recombinant,1e-5
2021-02-03,0,11,19A,1e-5
2021-02-03,0,11,19B,1e-5
2021-02-03,1,11,20A,0.09090909090909093
2021-02-03,0,11,20B,1e-5
2021-02-03,4,11,20C,0.3636363636363637
2021-02-03,0,11,20D,1e-5
2021-02-03,0,11,20E (EU1),1e-5
2021-02-03,3,11,20G,0.2727272727272727
2021-02-03,0,11,"20H (Beta, V2)",1e-5
2021-02-03,3,11,"20I (Alpha, V1)",0.2727272727272727
2021-02-03,0,11,"20J (Gamma, V3)",1e-5
2021-02-03,0,11,21A (Delta),1e-5
2021-02-03,0,11,21B (Kappa),1e-5
2021-02-03,0,11,21C (Epsilon),1e-5
2021-02-03,0,11,21D (Eta),1e-5
2021-02-03,0,11,21F (Iota),1e-5
2021-02-03,0,11,21G (Lambda),1e-5
2021-02-03,0,11,21H (Mu),1e-5
2021-02-03,0,11,21I (Delta),1e-5
2021-02-03,0,11,21J (Delta),1e-5
2021-02-03,0,11,21K (Omicron),1e-5
2021-02-03,0,11,21L (Omicron),1e-5
2021-02-03,0,11,21M (Omicron),1e-5
2021-02-03,0,11,22A (Omicron),1e-5
2021-02-03,0,11,22B (Omicron),1e-5
2021-02-03,0,11,22C (Omicron),1e-5
2021-02-03,0,11,22D (Omicron),1e-5
2021-02-03,0,11,22E (Omicron),1e-5
2021-02-03,0,11,22F (Omicron),1e-5
2021-02-03,0,11,23A (Omicron),1e-5
2021-02-03,0,11,recombinant,1e-5
2021-02-04,0,14,19A,1e-5
2021-02-04,0,14,19B,1e-5
2021-02-04,2,14,20A,0.14285714285714285
2021-02-04,1,14,20B,0.07142857142857142
2021-02-04,6,14,20C,0.42857142857142855
2021-02-04,0,14,20D,1e-5
2021-02-04,0,14,20E (EU1),1e-5
2021-02-04,2,14,20G,0.14285714285714285
2021-02-04,0,14,"20H (Beta, V2)",1e-5
2021-02-04,2,14,"20I (Alpha, V1)",0.14285714285714285
2021-02-04,0,14,"20J (Gamma, V3)",1e-5
2021-02-04,0,14,21A (Delta),1e-5
2021-02-04,0,14,21B (Kappa),1e-5
2021-02-04,0,14,21C (Epsilon),1e-5
2021-02-04,0,14,21D (Eta),1e-5
2021-02-04,1,14,21F (Iota),0.07142857142857142
2021-02-04,0,14,21G (Lambda),1e-5
2021-02-04,0,14,21H (Mu),1e-5
2021-02-04,0,14,21I (Delta),1e-5
2021-02-04,0,14,21J (Delta),1e-5
2021-02-04,0,14,21K (Omicron),1e-5
2021-02-04,0,14,21L (Omicron),1e-5
2021-02-04,0,14,21M (Omicron),1e-5
2021-02-04,0,14,22A (Omicron),1e-5
2021-02-04,0,14,22B (Omicron),1e-5
2021-02-04,0,14,22C (Omicron),1e-5
2021-02-04,0,14,22D (Omicron),1e-5
2021-02-04,0,14,22E (Omicron),1e-5
2021-02-04,0,14,22F (Omicron),1e-5
2021-02-04,0,14,23A (Omicron),1e-5
2021-02-04,0,14,recombinant,1e-5
2021-02-05,0,39,19A,1e-5
2021-02-05,1,39,19B,0.02564102564102564
2021-02-05,2,39,20A,0.05128205128205128
2021-02-05,5,39,20B,0.1282051282051282
2021-02-05,9,39,20C,0.2307692307692308
2021-02-05,0,39,20D,1e-5
2021-02-05,0,39,20E (EU1),1e-5
2021-02-05,17,39,20G,0.4358974358974359
2021-02-05,0,39,"20H (Beta, V2)",1e-5
2021-02-05,4,39,"20I (Alpha, V1)",0.10256410256410256
2021-02-05,0,39,"20J (Gamma, V3)",1e-5
2021-02-05,0,39,21A (Delta),1e-5
2021-02-05,0,39,21B (Kappa),1e-5
2021-02-05,1,39,21C (Epsilon),0.02564102564102564
2021-02-05,0,39,21D (Eta),1e-5
2021-02-05,0,39,21F (Iota),1e-5
2021-02-05,0,39,21G (Lambda),1e-5
2021-02-05,0,39,21H (Mu),1e-5
2021-02-05,0,39,21I (Delta),1e-5
2021-02-05,0,39,21J (Delta),1e-5
2021-02-05,0,39,21K (Omicron),1e-5
2021-02-05,0,39,21L (Omicron),1e-5
2021-02-05,0,39,21M (Omicron),1e-5
2021-02-05,0,39,22A (Omicron),1e-5
2021-02-05,0,39,22B (Omicron),1e-5
2021-02-05,0,39,22C (Omicron),1e-5
2021-02-05,0,39,22D (Omicron),1e-5
2021-02-05,0,39,22E (Omicron),1e-5
2021-02-05,0,39,22F (Omicron),1e-5
2021-02-05,0,39,23A (Omicron),1e-5
2021-02-05,0,39,recombinant,1e-5
2021-02-06,0,32,19A,1e-5
2021-02-06,0,32,19B,1e-5
2021-02-06,4,32,20A,0.125
2021-02-06,4,32,20B,0.125
2021-02-06,9,32,20C,0.28125
2021-02-06,0,32,20D,1e-5
2021-02-06,0,32,20E (EU1),1e-5
2021-02-06,13,32,20G,0.40625
2021-02-06,0,32,"20H (Beta, V2)",1e-5
2021-02-06,1,32,"20I (Alpha, V1)",0.03125
2021-02-06,0,32,"20J (Gamma, V3)",1e-5
2021-02-06,0,32,21A (Delta),1e-5
2021-02-06,0,32,21B (Kappa),1e-5
2021-02-06,1,32,21C (Epsilon),0.03125
2021-02-06,0,32,21D (Eta),1e-5
2021-02-06,0,32,21F (Iota),1e-5
2021-02-06,0,32,21G (Lambda),1e-5
2021-02-06,0,32,21H (Mu),1e-5
2021-02-06,0,32,21I (Delta),1e-5
2021-02-06,0,32,21J (Delta),1e-5
2021-02-06,0,32,21K (Omicron),1e-5
2021-02-06,0,32,21L (Omicron),1e-5
2021-02-06,0,32,21M (Omicron),1e-5
2021-02-06,0,32,22A (Omicron),1e-5
2021-02-06,0,32,22B (Omicron),1e-5
2021-02-06,0,32,22C (Omicron),1e-5
2021-02-06,0,32,22D (Omicron),1e-5
2021-02-06,0,32,22E (Omicron),1e-5
2021-02-06,0,32,22F (Omicron),1e-5
2021-02-06,0,32,23A (Omicron),1e-5
2021-02-06,0,32,recombinant,1e-5
2021-02-07,0,18,19A,1e-5
2021-02-07,1,18,19B,0.05555555555555555
2021-02-07,1,18,20A,0.05555555555555555
2021-02-07,4,18,20B,0.2222222222222222
2021-02-07,5,18,20C,0.2777777777777778
2021-02-07,0,18,20D,1e-5
2021-02-07,0,18,20E (EU1),1e-5
2021-02-07,6,18,20G,0.3333333333333333
2021-02-07,0,18,"20H (Beta, V2)",1e-5
2021-02-07,1,18,"20I (Alpha, V1)",0.05555555555555555
2021-02-07,0,18,"20J (Gamma, V3)",1e-5
2021-02-07,0,18,21A (Delta),1e-5
2021-02-07,0,18,21B (Kappa),1e-5
2021-02-07,0,18,21C (Epsilon),1e-5
2021-02-07,0,18,21D (Eta),1e-5
2021-02-07,0,18,21F (Iota),1e-5
2021-02-07,0,18,21G (Lambda),1e-5
2021-02-07,0,18,21H (Mu),1e-5
2021-02-07,0,18,21I (Delta),1e-5
2021-02-07,0,18,21J (Delta),1e-5
2021-02-07,0,18,21K (Omicron),1e-5
2021-02-07,0,18,21L (Omicron),1e-5
2021-02-07,0,18,21M (Omicron),1e-5
2021-02-07,0,18,22A (Omicron),1e-5
2021-02-07,0,18,22B (Omicron),1e-5
2021-02-07,0,18,22C (Omicron),1e-5
2021-02-07,0,18,22D (Omicron),1e-5
2021-02-07,0,18,22E (Omicron),1e-5
2021-02-07,0,18,22F (Omicron),1e-5
2021-02-07,0,18,23A (Omicron),1e-5
2021-02-07,0,18,recombinant,1e-5
2021-02-08,0,67,19A,1e-5
2021-02-08,0,67,19B,1e-5
2021-02-08,9,67,20A,0.13432835820895522
2021-02-08,7,67,20B,0.1044776119402985
2021-02-08,21,67,20C,0.31343283582089554
2021-02-08,0,67,20D,1e-5
2021-02-08,0,67,20E (EU1),1e-5
2021-02-08,16,67,20G,0.23880597014925373
2021-02-08,2,67,"20H (Beta, V2)",0.02985074626865671
2021-02-08,5,67,"20I (Alpha, V1)",0.07462686567164178
2021-02-08,0,67,"20J (Gamma, V3)",1e-5
2021-02-08,0,67,21A (Delta),1e-5
2021-02-08,0,67,21B (Kappa),1e-5
2021-02-08,4,67,21C (Epsilon),0.05970149253731343
2021-02-08,0,67,21D (Eta),1e-5
2021-02-08,3,67,21F (Iota),0.04477611940298507
2021-02-08,0,67,21G (Lambda),1e-5
2021-02-08,0,67,21H (Mu),1e-5
2021-02-08,0,67,21I (Delta),1e-5
2021-02-08,0,67,21J (Delta),1e-5
2021-02-08,0,67,21K (Omicron),1e-5
2021-02-08,0,67,21L (Omicron),1e-5
2021-02-08,0,67,21M (Omicron),1e-5
2021-02-08,0,67,22A (Omicron),1e-5
